Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:38gsur01XdXPyke8ugzvpX,"We Still Party","Rhythm-Al-Ism","DJ Quik",1998-11-23,313026,34,true,brunocaivanophy,2025-06-30T22:00:13Z,"g-funk,West Coast hip hop,hip hop vieja escuela,rap gangster","Arista",0.83,0.649,1,-4.49,1,0.172,0.195,0,0.0804,0.74,96.852,4
spotify:track:4zd8HAnbCyRin2aVQulHp4,"Hand In Hand (feat. 2nd II None) - Street Version","Rhythm-Al-Ism","DJ Quik;2nd II None",1998-11-23,258092,39,true,brunocaivanophy,2025-06-30T22:00:30Z,"g-funk,West Coast hip hop,hip hop vieja escuela,rap gangster","Arista",0.875,0.561,7,-7.836,1,0.158,0.14,0.00000299,0.167,0.916,94.763,4
spotify:track:7LsyDOwa0rY2mWYanvxw63,"Bad Boys de Marseille","Métèque et mat","Akhenaton;Fonky Family",1995-10-26,276440,39,false,brunocaivanophy,2025-08-08T15:43:09Z,"rap francés,r&b francés","Parlophone (France)",0.821,0.632,10,-7.255,0,0.154,0.33,0,0.0908,0.893,85.093,4
spotify:track:4kMbc1RSqVdmPEYS4Hflrh,"Even If It Is So","Kamaal The Abstract","Q-Tip",2009-09-15,330733,26,false,brunocaivanophy,2025-10-17T23:35:15Z,"East Coast hip hop","Jive",0.779,0.48,0,-11.598,1,0.177,0.573,0.0385,0.0821,0.371,99.738,4
spotify:track:5wIQXVsylfJd5Q8rjM4Rv1,"Official","The Renaissance","Q-Tip",2008-11-04,198720,22,true,brunocaivanophy,2025-10-17T23:38:28Z,"East Coast hip hop","Mr. Incognito Productions",0.882,0.358,1,-7.066,0,0.224,0.105,0.00000124,0.108,0.727,95.989,4
spotify:track:2uqqFpPwOF5uYYoa4k8c6I,"Planned Attack","Yessir Whatever","Quasimoto;Madlib",2013-06-18,170400,39,true,brunocaivanophy,2025-11-24T20:01:51Z,"hip hop experimental,hip hop alternativo,jazz rap,hip hop underground,plunderphonics","Stones Throw Records",0.682,0.557,11,-9.496,0,0.57,0.0786,0.0000285,0.164,0.435,177.361,4
spotify:track:2rlN0SGPbhf9PhqmLb7n2D,"My Life","Mama's Gun","Erykah Badu",2000-10-31,239573,50,false,brunocaivanophy,2025-12-02T19:06:19Z,"neosoul,R&B","Motown (Kedar)",0.697,0.559,1,-7.722,1,0.141,0.0127,0.00812,0.176,0.594,167.263,4
spotify:track:44CoUHnHQfw2T8qAvhIh06,"Sometimes","1st Born Second","Bilal",2001-01-01,430040,36,true,brunocaivanophy,2025-12-02T19:06:27Z,"neosoul","Interscope",0.749,0.558,5,-7.111,0,0.207,0.166,0.0000268,0.439,0.688,123.877,4
spotify:track:5LIwaG8Wl9LfExcmiRQm7J,"Send It On","Voodoo","D'Angelo",2000-01-01,356493,63,false,brunocaivanophy,2025-12-02T19:06:49Z,"neosoul","Virgin Records",0.788,0.258,5,-11.758,1,0.104,0.171,0.00721,0.326,0.335,127.492,3
spotify:track:5tST8X54luDE3skcoYZgXF,"Star * 69 (PS With Love)","Electric Circus","Common;Bilal",2002-01-01,330240,15,true,brunocaivanophy,2025-12-02T19:07:00Z,"hip hop,jazz rap,neosoul","Geffen*",0.712,0.337,10,-11.752,0,0.314,0.105,0.0127,0.157,0.646,97.08,4
spotify:track:0IVAlb0cFCH1cQ974iR1TU,"Ms. Fat Booty","Black On Both Sides","Mos Def",1999-10-12,223546,67,true,brunocaivanophy,2025-12-02T19:07:13Z,"East Coast hip hop,hip hop vieja escuela,hip hop","Rawkus Entertainment",0.782,0.589,1,-4.827,1,0.189,0.148,0,0.164,0.869,90.438,4
spotify:track:0o1m5a5LstYxWIb480xfqA,"Grover","The Philadelphia Experiment","Philadelphia Experiment",2004-12-14,297960,0,false,brunocaivanophy,2025-12-02T19:07:24Z,"jazz funk,jazz fusión","Intersound",0.762,0.505,5,-7.985,0,0.0526,0.335,0.827,0.345,0.684,86.315,4
spotify:track:3QJFrOjr6Qpl6ucPaI5nRU,"Waitin' For The DJ","Quality","Talib Kweli;Bilal",2002-12-16,243600,24,true,brunocaivanophy,2025-12-02T19:07:36Z,"East Coast hip hop,hip hop,jazz rap,neosoul","Rawkus Entertainment",0.852,0.579,9,-7.126,1,0.216,0.0665,0,0.327,0.773,99.029,4
spotify:track:65ZIuX95DAOLcLRGNU4y89,"Bullshit","Distractions","The RH Factor;D'Angelo",2006-01-01,297426,30,true,brunocaivanophy,2025-12-02T19:07:44Z,"neosoul,acid jazz,jazz funk,jazz fusión,jazz rap,jazz","Verve",0.839,0.519,6,-11.696,1,0.145,0.0853,0.000163,0.0941,0.695,85.287,4
spotify:track:4KdHmcUVArJeN7XPjp6Czx,"One Mo'Gin","Voodoo","D'Angelo",2000-01-01,373026,51,false,brunocaivanophy,2025-12-02T19:07:49Z,"neosoul","Virgin Records",0.857,0.16,1,-12.933,1,0.352,0.292,0.0561,0.118,0.591,64.027,4
spotify:track:3bwdhOvgBHzIg3zQzLdxdI,"Aint Right","One A.M.","Diverse",2003-01-01,241746,8,true,brunocaivanophy,2026-01-07T02:56:35Z,"","Chocolate Industries",0.635,0.784,11,-5.241,1,0.388,0.078,0,0.309,0.834,93.104,4
spotify:track:03I0vE7HyNwXD0oAVS0ZMt,"Overjoyed","The Sound of Hope","The Boys Choir Of Harlem",1994-01-01,308320,21,false,brunocaivanophy,2026-01-10T15:17:42Z,"góspel sureño","Rhino Atlantic",0.688,0.401,8,-12.766,0,0.169,0.0865,0.0232,0.367,0.537,97.997,4
