Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6tLW2PMuQFtAfkJ6xceCyG,"Dancin' by Myself","Life Beyond L.A.","Ambrosia",1978,279426,36,false,brunocaivanophy,2025-12-01T19:23:25Z,"yacht rock,soft rock","RT Industries",0.453,0.753,1,-8.299,0,0.0911,0.134,0.00031,0.111,0.84,163.148,4
spotify:track:5TPurU8g9R2iPcpC0twyrO,"Don't Hang Up Your Dancing Shoes","Stealin' Home","Iain Matthews",1978-01-01,181333,57,false,brunocaivanophy,2025-12-23T16:09:08Z,"yacht rock,folk rock","Cherry Red Records",0.766,0.282,3,-19.682,0,0.0393,0.286,0.047,0.145,0.883,128.931,4
spotify:track:1I1KbYHiAhEgxPKgvEmScW,"Buen Día, Día de Sol","El Valle Interior","Almendra",1995-01-01,281306,30,false,brunocaivanophy,2025-12-24T16:08:08Z,"rock argentino,rock latino","DBN",0.71,0.499,5,-12.602,1,0.0491,0.00164,0.00507,0.351,0.731,119.265,4
spotify:track:1WjpWFr8Fc6pRPJUBnXnVp,"Words","Carry On","Bobby Caldwell",1982-01-01,269133,32,false,brunocaivanophy,2025-12-24T20:11:33Z,"yacht rock","Polydor",0.657,0.241,6,-17.599,0,0.0407,0.206,0.00000284,0.0989,0.536,99.109,4
spotify:track:37Yy2JCzIA5t7Avs8j56Dh,"しらけちまうぜ","HORO","Chu Kosaka",1975,185893,29,false,brunocaivanophy,2025-12-24T20:15:21Z,"city pop,kayokyoku","Sony Music Direct (Japan) Inc.",0.603,0.606,5,-11.474,1,0.0301,0.353,0.00132,0.277,0.754,102.414,4
spotify:track:25ULv167uEe78vlVdFIA3m,"You Did Cut Me","Flaunt The Imperfection","China Crisis",1985-01-01,257706,34,false,brunocaivanophy,2026-01-02T04:03:31Z,"new wave,synthpop","Virgin Records",0.784,0.469,11,-15.849,0,0.0355,0.586,0.128,0.0897,0.845,119.847,4
spotify:track:0k3EeNKE1yiVrH0ffy7zlo,"Per Sempre Tu - 2005 Remaster","L.A. & N.Y. (2005 - Remaster)","Alan Sorrenti",1979,280213,15,false,brunocaivanophy,2026-01-05T05:31:52Z,"cantautor italiano,disco italiano","EMI Marketing",0.356,0.746,6,-8.174,0,0.163,0.14,0.0061,0.304,0.696,185.235,4
spotify:track:19JyDDO6hZmEjdagNDA2Km,"Living Without Your Love","One More Song for You","The Imperials",1979,208266,41,false,brunocaivanophy,2026-01-05T05:32:02Z,"música cristiana contemporánea,góspel sureño,música cristiana,yacht rock,rock cristiano","Word Records",0.689,0.437,1,-16.576,0,0.1,0.168,0,0.0553,0.935,87.736,4
spotify:track:3r5HR3XjQao7mfMKdQNpjy,"So Into You","The Best Of Atlanta Rhythm Section","Atlanta Rhythm Section",1991-01-01,262773,0,false,brunocaivanophy,2026-01-05T05:32:16Z,"rock sureño,yacht rock,country rock,soft rock","Polydor",0.623,0.382,5,-14.287,0,0.0366,0.679,0.0403,0.133,0.793,86.137,4
spotify:track:5DttBSzJmBOaPS0x5hJard,"Do You Want To Dance","Oasis","Jim Messina",1979-10-30,310133,16,false,brunocaivanophy,2026-01-05T05:32:35Z,"yacht rock,aor,soft rock","Legacy Recordings",0.708,0.615,7,-12.958,0,0.0408,0.596,0.00203,0.133,0.924,109.299,4
spotify:track:2R3E4xKmy7lyieBKONkIMT,"99","Hydra","TOTO",1979-10-01,312349,53,false,brunocaivanophy,2026-01-05T05:32:46Z,"yacht rock,soft rock","Columbia",0.482,0.471,10,-13.873,0,0.0334,0.181,0.00167,0.112,0.342,88.557,4
spotify:track:6WQKyeXBzA9oRyENIYTmU3,"Glamour Profession","Gaucho","Steely Dan",1980-11-21,448740,49,false,brunocaivanophy,2026-02-08T16:37:10Z,"yacht rock,rock clásico","Geffen",0.762,0.328,7,-16.117,0,0.0329,0.478,0.00119,0.0733,0.674,117.871,4
spotify:track:2mtD9EBsu2UaL0bOslouYr,"Listen for the Love (2024 Remaster)","Pages (2024 Remaster)","Pages",1978-11-26,223312,23,false,brunocaivanophy,2026-02-08T16:37:12Z,"yacht rock,aor,soft rock","Legacy Recordings",0.501,0.516,3,-13.935,1,0.0669,0.0583,0.0144,0.0496,0.919,163.368,4
spotify:track:0IikKEXcsWZyu9Sf4hb48N,"Simone (2023 Remaster)","Middle Man (2023 Remaster)","Boz Scaggs",1980-03-04,309942,28,false,brunocaivanophy,2026-02-08T16:37:14Z,"yacht rock,aor","Columbia/Legacy",0.659,0.585,2,-12.751,0,0.0457,0.273,0.0000335,0.0862,0.706,116.383,4
spotify:track:6pFyrGwIVwrolaeYeOu7pg,"Tomorrow's Girls","Kamakiriad","Donald Fagen",1993-05-25,377600,41,false,brunocaivanophy,2026-02-08T16:37:16Z,"yacht rock,aor,jazz pop","Reprise",0.903,0.421,5,-13.89,0,0.0399,0.0279,0.00187,0.0713,0.909,117.917,4
spotify:track:5A21pB9ltK4c0gaAMkApkS,"Espejos plateados","Chico cosmico","Raul Porchetto",1977-06-21,178706,0,false,brunocaivanophy,2026-02-23T19:54:18Z,"rock argentino,rock latino,rock en español","Raul Porchetto",0.393,0.692,4,-10.946,1,0.0665,0.139,0.00204,0.257,0.714,117.165,4
