Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:16OQI4xDeHq8kEXhethtG5,"The Unknown Knows","Nothingface","Voivod",1989-01-01,355960,28,false,brunocaivanophy,2024-10-24T16:48:47Z,"thrash metal,metal progresivo,speed metal,metal,groove metal","Geffen*",0.312,0.966,4,-9.676,0,0.0918,0.0000136,0.393,0.0628,0.059,136.432,4
spotify:track:0hDOC0xEIdIlNCpqEFntqq,"Junior's Eyes - 2009 Remaster","Never Say Die!","Black Sabbath",1978-09-28,401693,36,false,brunocaivanophy,2024-10-24T16:51:09Z,"metal,heavy metal,rock,stoner rock,doom metal,rock pesado","Sanctuary Records",0.462,0.889,11,-5.707,0,0.0415,0.00298,0.44,0.203,0.612,125.118,4
spotify:track:3Jnxngdff0lVu2rza1GVx6,"Paranoid - 2009 Remaster","Paranoid","Black Sabbath",1970-09-18,167720,79,false,brunocaivanophy,2024-10-24T16:51:19Z,"metal,heavy metal,rock,stoner rock,doom metal,rock pesado","Sanctuary Records",0.423,0.685,4,-9.651,0,0.078,0.0000628,0.00642,0.133,0.328,162.78,4
spotify:track:2idMzKyFHDs3swRTAdiiO7,"Feed the Horses","Maps of Non-Existent Places","Thank You Scientist",2014-09-30,388324,37,false,brunocaivanophy,2024-10-24T16:53:08Z,"metal progresivo,rock progresivo,rock matemático,djent,jazz fusión","THANK YOU SCIENTIST",0.547,0.944,11,-1.96,0,0.103,0.03,0.0000509,0.385,0.414,124.977,4
spotify:track:4kr3TSDNNOdv09snNWytEo,"Like Rats","Streetcleaner","Godflesh",1989,268400,33,false,brunocaivanophy,2024-11-15T16:52:21Z,"metal industrial,industrial,rock industrial,sludge metal,drone metal,noise rock,groove metal,stoner metal,EBM,drone","Earache Records Ltd",0.547,0.702,0,-17.068,1,0.0403,0.00000159,0.758,0.11,0.255,140.574,4
spotify:track:7cUWMQReSU1JAb8IlzNZGB,"Return Trip","Come My Fanatics(Remaster)","Electric Wizard",1996,602840,38,false,brunocaivanophy,2024-12-21T18:46:59Z,"stoner metal,sludge metal,doom metal,drone metal,drone","Rise Above Records",0.168,0.556,11,-6.973,1,0.0373,0.00306,0.931,0.168,0.305,126.916,4
spotify:track:2M5fAyoKsDVWAGlnBNrvCI,"Get Out","King for a Day, Fool for a Lifetime","Faith No More",1995-04-25,140293,37,false,brunocaivanophy,2024-12-29T01:51:06Z,"funk rock,metal alternativo,rap metal,grunge","WM UK",0.406,0.88,6,-7.609,1,0.0462,0.00104,0.00118,0.185,0.947,169.112,4
spotify:track:2ri0lTjVeBkWAmRVkJoHXL,"Post-Crucifixion","Lo Mejor de Pescado Rabioso","Pescado Rabioso",1976-11-28,226226,49,false,brunocaivanophy,2024-12-30T18:05:07Z,"rock argentino,rock latino,rock en español","Microfon",0.509,0.58,7,-10.506,1,0.033,0.135,0.39,0.478,0.562,123.508,4
spotify:track:6ursmCnbc9oDRGa2yHKkoZ,"Roots Bloody Roots","Roots","Sepultura",1996-02-20,212253,67,false,brunocaivanophy,2024-12-30T18:05:39Z,"thrash metal,groove metal,metal,death metal,nu metal,heavy metal,speed metal,metal alternativo","Roadrunner Records",0.428,0.874,4,-6.664,0,0.128,0.000337,0.0419,0.311,0.261,119.708,4
spotify:track:03AuvQVLAKUJGb5CTxhT3G,"Carousel","Mr. Bungle","Mr. Bungle",1991-08-09,313573,42,false,brunocaivanophy,2024-12-29T01:51:32Z,"avant-garde,funk rock","Warner Records",0.54,0.803,0,-9.407,1,0.0471,0.228,0.000334,0.0682,0.78,137.171,4
